date,open,high,low,close,volume,vwap
2018-10-11,60.5424995,61.8899994,58.5649986,58.7825012,72543600.0,59.58779
2018-10-12,61.3774986,62.3849983,59.9124985,61.6349983,60823600.0,61.14512
2018-10-15,61.5,61.5,58.8349991,58.8450012,44976000.0,59.56845
2018-10-16,59.9824982,61.5699997,59.4850006,61.4575005,40871200.0,60.67227
2018-10-17,62.0849991,62.4700012,60.2700005,60.7649994,32966800.0,61.00496
2018-10-18,61.4650002,61.8525009,59.2724991,59.8824997,52402000.0,60.17483
2018-10-19,60.4399986,60.6375008,56.9249992,57.2924995,61360800.0,58.13096
2018-10-22,57.8199997,58.8300018,56.7675018,57.8050003,36884400.0,57.64542
2018-10-23,55.1074982,56.0475006,54.1775017,55.2649994,62643600.0,55.01475
2018-10-24,54.8774986,55.3474998,49.7125015,49.8525009,88428800.0,51.50347
2018-10-25,48.8675003,52.4375,48.4199982,51.9599991,95172000.0,50.79947
2018-10-26,49.5774994,51.2099991,48.2799988,49.5724983,66478400.0,49.55422
2018-10-29,50.9975014,51.0325012,44.0024986,46.4049988,75801600.0,47.0219
2018-10-30,46.6375008,50.8499985,46.4049988,50.75,80719200.0,49.19855
2018-10-31,52.4124985,53.1474991,51.0024986,52.7075005,74577200.0,52.14412
2018-11-01,53.0750008,54.6225014,51.7975006,54.5275002,56652800.0,53.50256
2018-11-02,54.4324989,55.5,52.5525017,53.7299995,45296000.0,53.78304
2018-11-05,53.5974998,53.8325005,51.3199997,52.9425011,37933200.0,52.55599
2018-11-06,52.8624992,53.7125015,52.3899994,52.7649994,29901200.0,52.81397
2018-11-07,53.4375,54.3525009,52.7949982,53.4474983,48381200.0,53.38797
2018-11-08,52.8499985,52.8574982,50.9575005,51.4975014,51135200.0,51.63238
2018-11-09,50.5999985,52.3300018,50.2599983,51.4174995,41324000.0,51.19759
2018-11-12,50.4949989,50.7174988,47.1650009,47.3849983,61711600.0,48.2951
2018-11-13,48.3725014,51.0525017,48.3100014,49.8274994,64471200.0,49.59603
2018-11-14,51.5750008,51.7200012,48.2075005,49.2975006,52658000.0,49.60913
2018-11-15,49.2374992,51.3250008,48.875,50.5974998,84070800.0,50.1298
2018-11-16,40.8300018,42.6650009,40.4025002,41.1074982,196352000.0,41.28114
2018-11-19,40.4474983,40.4550018,36.1575012,36.1749992,169782000.0,37.49857
2018-11-20,33.5149994,38.5649986,33.3274994,37.2700005,169203200.0,36.2873
2018-11-21,38.6549988,38.8250008,35.9025002,36.1775017,102549600.0,36.87107
2018-11-23,35.8274994,37.3974991,35.6974983,36.25,41196800.0,36.35087
2018-11-26,37.4724998,38.3675003,36.6399994,38.2625008,81483200.0,37.65379
2018-11-27,38.0,39.2524986,37.6375008,38.4324989,73806000.0,38.33751
2018-11-28,39.6199989,40.0699997,38.2825012,40.0175018,80452400.0,39.34908
2018-11-29,40.0,40.375,39.0349998,39.3400002,54917200.0,39.49058
2018-11-30,39.4375,40.9650002,38.9300003,40.8574982,72956400.0,40.1545
2018-12-03,43.1500015,43.6699982,41.8349991,42.5099983,89080400.0,42.57144
2018-12-04,42.0600014,42.1100006,39.125,39.2775002,81211200.0,40.07823
2018-12-06,37.8600006,39.6225014,37.7024994,39.5724983,69230800.0,38.87253
2018-12-07,39.6150017,39.7174988,36.4049988,36.9025002,68167600.0,37.58799
2018-12-10,36.4500008,38.2150002,36.4124985,37.9650002,62947200.0,37.44132
2018-12-11,38.8899994,38.9724998,36.25,37.0475006,67191200.0,37.33598
2018-12-12,37.1049995,38.1949997,36.2050018,37.2249985,65413600.0,37.12057
2018-12-13,37.6974983,38.3450012,36.8600006,37.2224998,47138400.0,37.38807
2018-12-14,36.8025017,37.6474991,36.375,36.6124992,47182000.0,36.79201
2018-12-17,36.3100014,37.0374985,35.3100014,35.8950005,66286800.0,35.9962
2018-12-18,36.3375015,37.5825005,36.0625,36.7350006,56437200.0,36.70672
2018-12-19,36.3950005,36.9350014,34.1074982,34.6274986,74536400.0,35.14169
2018-12-20,34.5424995,35.4500008,33.1725006,33.7750015,74958800.0,34.05287
2018-12-21,34.0424995,34.375,32.1150017,32.3925018,86374000.0,32.88446
2018-12-24,31.6224995,32.4949989,31.125,31.7700005,46384000.0,31.72176
2018-12-26,32.2350006,33.2849998,31.1149998,33.2750015,69510000.0,32.47988
2018-12-27,32.7475014,33.0950012,31.2950001,32.7924995,63704400.0,32.31685
2018-12-28,33.0,34.3474998,32.5774994,33.4124985,62872800.0,33.36706
2018-12-31,33.8499985,34.1775017,33.0649986,33.375,46514000.0,33.46048
2019-01-02,32.6599998,34.6199989,32.5125008,34.0550003,50875200.0,33.64887
2019-01-03,33.4474983,33.7900009,31.9225006,31.9974995,70555200.0,32.49456
2019-01-04,32.7350006,34.4324989,32.4249992,34.0475006,58562000.0,33.55472
2019-01-07,34.625,36.2224998,34.1074982,35.8499985,70916000.0,35.3088
2019-01-08,36.6725006,36.6949997,34.2249985,34.9575005,78601600.0,35.21008
2019-01-09,35.4749985,36.1225014,34.9650002,35.6450005,61726000.0,35.49346
2019-01-10,35.4500008,36.3950005,34.8400002,36.3074989,52315600.0,35.7619
2019-01-11,36.0825005,37.4375,35.8025017,37.2075005,87476400.0,36.72811
2019-01-14,36.6800003,37.8650017,36.4425011,37.6100006,73016800.0,37.21716
2019-01-15,37.9399986,38.3375015,37.2825012,37.4674988,61701200.0,37.60749
2019-01-16,37.7425003,38.0750008,37.1549988,37.2099991,47010400.0,37.39227
2019-01-17,36.8774986,38.3325005,36.6025009,37.9300003,49343600.0,37.53224
2019-01-18,38.4324989,39.4949989,37.9124985,39.2324982,65133600.0,38.7875
2019-01-22,38.9275017,39.0449982,36.8875008,37.1925011,66155200.0,37.62064
2019-01-23,37.75,38.6450005,37.0074997,37.3224983,59102000.0,37.57033
2019-01-24,38.1749992,39.6375008,38.1274986,39.4599991,70897200.0,38.98196
2019-01-25,38.8600006,40.2200012,37.8250008,40.0374985,115457200.0,39.26643
2019-01-28,34.1375008,35.4099998,32.75,34.5024986,251152800.0,34.13948
2019-01-29,34.0374985,34.5250015,32.7524986,32.9000015,115393200.0,33.31493
2019-01-30,33.6674995,34.4925003,32.8650017,34.3474998,97422800.0,33.82068
2019-01-31,34.3149986,36.2975006,34.0950012,35.9375,84285200.0,35.3586
2019-02-01,36.125,36.6974983,35.6450005,36.1824989,62504800.0,36.08969
2019-02-04,36.3424988,37.6699982,36.1199989,37.2949982,52859200.0,36.9404
2019-02-05,37.4150009,37.8574982,37.0750008,37.4874992,54242400.0,37.38495
2019-02-06,37.8224983,38.9000015,37.7675018,38.25,70246400.0,38.21565
2019-02-07,37.7825012,37.8050003,36.4225006,36.8549995,63712000.0,36.9406
2019-02-08,36.1775017,37.1500015,36.0325012,37.0424995,46160400.0,36.65433
2019-02-11,36.5974998,37.1450005,36.125,36.6124992,49518000.0,36.54118
2019-02-12,37.0,37.9500008,36.8549995,37.7924995,59106000.0,37.44339
2019-02-13,38.0900002,38.9575005,37.9524994,38.2200012,60537200.0,38.28655
2019-02-14,38.2099991,38.9174995,37.7750015,38.6324997,82726400.0,38.35058
2019-02-15,40.7374992,40.9674988,39.1049995,39.3349991,151674800.0,39.70976
2019-02-19,39.2275009,39.9724998,39.0349998,39.1599998,55189200.0,39.29684
2019-02-20,39.4550018,40.3149986,39.3424988,39.6375008,54098800.0,39.67154
2019-02-21,39.7649994,40.0125008,38.7949982,38.9425011,44854800.0,39.15818
2019-02-22,39.4650002,39.9874992,39.3274994,39.7975006,40174000.0,39.61033
2019-02-25,40.6399994,41.3199997,39.5849991,39.6725006,65602000.0,40.09896
2019-02-26,39.625,40.1899986,38.9375,39.2750015,48846400.0,39.3749
2019-02-27,39.1300011,39.3974991,38.2775002,38.8525009,50025600.0,38.7509
2019-02-28,38.75,38.9749985,38.3400002,38.5649986,32494400.0,38.54889
2019-03-01,39.0675011,39.5374985,38.4799995,39.1124992,35718800.0,38.96445
2019-03-04,39.5,39.7299995,38.625,39.1949997,40999200.0,39.10429
2019-03-05,39.0374985,39.5149994,38.4900017,39.1300011,36292400.0,38.96609
2019-03-06,39.0400009,39.125,37.9850006,38.0125008,40352400.0,38.29751
2019-03-07,37.7750015,37.8725014,36.8499985,37.3149986,45010400.0,37.27058
2019-03-08,36.4150009,37.7675018,36.2000008,37.6599998,42241600.0,37.13322
2019-03-11,37.8974991,40.5149994,37.4225006,40.2849998,85972800.0,39.32626
2019-03-12,40.5649986,41.0974998,39.7975006,40.6300011,57957600.0,40.4264
2019-03-13,41.0074997,42.4500008,40.9324989,42.1549988,76890000.0,41.76082
2019-03-14,42.2475014,42.3675003,41.3125,41.3899994,51938400.0,41.60653
2019-03-15,41.8250008,42.8824997,41.7900009,42.4524994,66148400.0,42.28939
2019-03-18,42.7700005,43.3125,41.9650002,42.2374992,48699200.0,42.41982
2019-03-19,43.1899986,44.375,43.0200005,43.9275017,85497200.0,43.68558
2019-03-20,44.2200012,44.7574997,43.25,43.5999985,71914800.0,43.78124
2019-03-21,43.8325005,46.25,43.7825012,45.9850006,82431200.0,45.24643
2019-03-22,45.7099991,46.2000008,44.2350006,44.375,74764400.0,44.84718
2019-03-25,43.9650002,44.6124992,42.7775002,43.4449997,52521200.0,43.52405
2019-03-26,44.8725014,45.4375,43.6500015,44.2174988,70350800.0,44.34583
2019-03-27,44.4749985,44.9425011,43.4249992,44.125,47437200.0,44.07518
2019-03-28,44.3875008,44.9749985,43.7775002,44.3125,48026400.0,44.26564
2019-03-29,44.9850006,45.1349983,44.4775009,44.8899994,45689600.0,44.74364
2019-04-01,45.8149986,45.875,45.0924988,45.5699997,48382400.0,45.4206
2019-04-02,45.8125,46.1974983,45.3800011,45.75,44092000.0,45.68357
2019-04-03,46.25,47.75,46.2000008,47.1549988,78350400.0,46.9399
2019-04-04,47.0,47.4925003,46.4324989,47.0649986,45737600.0,46.90175
2019-04-05,47.5,47.9124985,47.1324997,47.7374992,48174400.0,47.49789
2019-04-08,47.4300003,48.2000008,47.1875,47.9474983,42419200.0,47.68164
2019-04-09,47.6100006,47.7224998,46.8899994,47.3149986,43997200.0,47.21375
2019-04-10,47.3074989,48.2849998,47.2625008,48.0250015,44477200.0,47.76065
2019-04-11,48.0499992,48.3675003,47.3875008,47.8849983,37460000.0,47.78343
2019-04-12,48.2750015,48.3149986,47.4150009,47.5024986,47170800.0,47.64837
2019-04-15,47.4249992,47.4749985,45.7750015,46.1749992,44009200.0,46.38188
2019-04-16,46.5699997,47.2425003,46.2400017,47.0525017,39496400.0,46.75011
2019-04-17,47.4049988,47.6150017,46.5974998,46.8224983,35100400.0,46.91724
2019-04-18,46.8899994,47.2324982,46.2949982,46.5750008,38098800.0,46.60691
2019-04-22,46.3375015,47.2750015,46.0200005,47.1175003,27993600.0,46.70915
2019-04-23,47.25,47.9824982,47.1525002,47.6674995,34685600.0,47.5047
2019-04-24,47.7724991,48.2024994,47.1599998,47.7924995,31820400.0,47.62195
2019-04-25,47.3875008,47.6124992,45.9249992,46.7275009,49929600.0,46.66076
2019-04-26,45.1775017,45.2224998,43.3250008,44.5224991,86898800.0,44.26688
2019-04-29,44.6025009,45.1124992,43.875,44.8325005,39192000.0,44.51626
2019-04-30,44.5074997,45.5074997,44.3149986,45.25,36292000.0,44.93291
2019-05-01,45.7775002,46.2024994,45.1150017,45.1175003,35428000.0,45.38735
2019-05-02,45.2150002,46.2174988,44.7799988,45.7975006,39468400.0,45.50598
2019-05-03,45.8824997,45.9824982,45.1324997,45.7524986,33682400.0,45.53023
2019-05-06,43.875,45.0849991,43.5,44.9625015,42217600.0,44.42516
2019-05-07,44.4749985,44.4749985,42.7924995,43.2775002,55522000.0,43.42772
2019-05-08,43.0,44.2874985,42.8800011,43.4799995,41916800.0,43.46148
2019-05-09,42.7849998,42.8824997,41.3499985,42.5475006,66024800.0,42.1742
2019-05-10,42.2374992,42.8974991,41.0,42.2050018,56950000.0,41.94905
2019-05-13,40.875,41.1074982,39.4524994,39.6124992,65691200.0,39.97761
2019-05-14,40.0125008,40.8650017,39.6225014,40.5099983,52488000.0,40.25081
2019-05-15,39.9500008,40.2625008,39.3525009,39.8950005,50232000.0,39.75621
2019-05-16,39.8400002,40.4775009,39.4124985,40.0475006,78108800.0,39.8984
2019-05-17,39.625,40.9275017,38.7350006,39.1324997,102206800.0,39.51941
2019-05-20,38.1375008,38.6925011,37.6875,37.9375,57206400.0,38.02932
2019-05-21,38.5499992,38.9249992,38.1599998,38.7649994,36184800.0,38.53849
2019-05-22,38.375,38.6375008,37.9399986,38.0499992,32586800.0,38.13243
2019-05-23,37.4225006,37.4225006,36.2275009,36.8300018,59184400.0,36.75239
2019-05-24,37.0200005,37.375,36.2200012,36.2874985,35758400.0,36.55432
2019-05-28,36.4650002,36.7949982,35.8125,35.8325005,42835600.0,36.0744
2019-05-29,35.3525009,35.7050018,34.7350006,35.0849991,55980000.0,35.10424
2019-05-30,35.0774994,35.4375,34.3925018,34.7775002,39430000.0,34.81218
2019-05-31,34.2849998,34.9625015,33.8474998,33.8650017,38972000.0,34.16951
2019-06-03,33.9775009,34.3675003,33.1500015,33.4449997,47864400.0,33.59937
2019-06-04,34.0900002,35.8025017,33.8675003,35.75,64183600.0,35.08142
2019-06-05,36.4925003,36.5475006,34.9550018,35.3199997,51161600.0,35.54963
2019-06-06,35.3624992,36.1925011,35.3375015,35.9449997,40814000.0,35.76611
2019-06-07,36.0050011,36.7200012,35.8125,36.375,34885600.0,36.2429
2019-06-10,36.9399986,37.7975006,36.9399986,37.1074982,40278000.0,37.22087
2019-06-11,37.7099991,38.0900002,37.2900009,37.6875,38387200.0,37.62742
2019-06-12,37.25,37.3125,36.3974991,36.5499992,35889200.0,36.69344
2019-06-13,36.7724991,37.25,36.5950012,37.0649986,30808000.0,36.90927
2019-06-14,36.1274986,36.3725014,35.7099991,36.1599998,39442800.0,36.02159
2019-06-17,36.1425018,36.6300011,35.9124985,36.2574997,27604000.0,36.20726
2019-06-18,36.875,38.7775002,36.7649994,38.2200012,58192000.0,37.85821
2019-06-19,38.5750008,38.6899986,38.0175018,38.2799988,33164400.0,38.26645
2019-06-20,39.1925011,39.3325005,38.3800011,38.5250015,35016800.0,38.68271
2019-06-21,38.375,38.8699989,37.875,37.9399986,43442800.0,38.16616
2019-06-24,38.1549988,38.4625015,37.6800003,38.1650009,28294800.0,38.03997
2019-06-25,38.2150002,38.9700012,37.8424988,37.8699989,31186800.0,38.16545
2019-06-26,39.1525002,40.4300003,39.0224991,39.8149986,58407200.0,39.69059
2019-06-27,40.6775017,41.0,40.3149986,40.8074989,44544000.0,40.64064
2019-06-28,41.25,41.3424988,40.5875015,41.0574989,39766800.0,40.92856
2019-07-01,43.1425018,43.4874992,41.1650009,41.5424995,70975600.0,41.99693
2019-07-02,41.375,41.5875015,40.4249992,40.5574989,40022800.0,40.79021
2019-07-03,40.7924995,40.8499985,40.0849991,40.6875,24663600.0,40.47417
2019-07-05,40.0999985,40.1450005,39.4199982,40.0574989,39655200.0,39.80853
2019-07-08,39.4575005,39.6474991,39.0,39.3025017,32978800.0,39.25227
2019-07-09,38.8774986,39.6100006,38.75,39.3274994,34286000.0,39.16473
2019-07-10,39.7649994,40.5924988,39.625,40.0149994,45207600.0,40.01194
2019-07-11,40.75,41.9799995,40.375,41.5699997,68256000.0,41.24022
2019-07-12,41.8499985,42.6175003,41.8499985,41.9025002,50639200.0,42.05468
2019-07-15,42.1150017,42.2775002,41.5325012,41.8175011,28984000.0,41.80731
2019-07-16,41.6674995,42.0424995,41.2099991,41.7700005,34144400.0,41.60573
2019-07-17,41.7874985,42.4975014,41.4925003,42.4275017,34820400.0,42.06965
2019-07-18,42.5325012,43.1775017,41.9625015,42.5449982,44219200.0,42.49196
2019-07-19,42.9300003,42.9949989,42.0499992,42.1100006,34489600.0,42.316
2019-07-22,42.3250008,42.9599991,42.25,42.8300018,31594000.0,42.60982
2019-07-23,43.2249985,43.9350014,43.0675011,43.9150009,42817600.0,43.56721
2019-07-24,44.3499985,44.7224998,43.5849991,44.6650009,36623600.0,44.25098
2019-07-25,44.2475014,44.375,43.1100006,43.3450012,39270000.0,43.53898
2019-07-26,43.6175003,44.2374992,43.6175003,43.7675018,27416000.0,43.80245
2019-07-29,43.6949997,43.8675003,42.8175011,43.7050018,24816000.0,43.39172
2019-07-30,43.2374992,43.9850006,43.0924988,43.8624992,19777200.0,43.5748
2019-07-31,43.5449982,43.5550003,41.7550011,42.1800003,35941600.0,42.42756
2019-08-01,42.2849998,43.1949997,40.7050018,41.2299995,42121200.0,41.64245
2019-08-02,40.2975006,40.9949989,39.8199997,40.2975006,42834800.0,40.30481
2019-08-05,38.4500008,38.4625015,37.2249985,37.6974983,58915600.0,37.73323
2019-08-06,38.4500008,38.9075012,37.6074982,38.0875015,36127200.0,38.13843
2019-08-07,37.4749985,38.5924988,37.2999992,38.4724998,37256000.0,38.05863
2019-08-08,39.0525017,39.5774994,38.4749985,39.5649986,30930000.0,39.14101
2019-08-09,39.1525002,39.1875,38.0374985,38.5449982,34181600.0,38.52685
2019-08-12,38.0200005,38.5449982,37.6425018,37.8624992,27920000.0,37.95463
2019-08-13,37.8474998,39.4749985,37.4550018,39.0125008,35195600.0,38.58358
2019-08-14,38.125,38.2374992,37.0774994,37.5175018,41988000.0,37.54936
2019-08-15,37.7075005,37.9075012,36.8474998,37.1925011,47720000.0,37.2549
2019-08-16,39.8375015,40.3849983,39.2200012,39.8899994,100796000.0,39.76631
2019-08-19,41.0299988,42.8549995,40.8675003,42.6949997,81511200.0,42.06921
2019-08-20,42.6399994,42.6450005,41.7550011,41.9674988,46318800.0,42.05374
2019-08-21,42.6324997,43.3624992,42.4150009,42.8074989,42724400.0,42.79153
2019-08-22,42.9049988,43.3325005,42.4749985,42.8699989,30348800.0,42.82226
2019-08-23,42.0999985,42.6474991,40.4099998,40.6100006,56805600.0,41.15596
2019-08-26,41.4025002,41.6450005,40.9775009,41.3624992,31820800.0,41.26056
2019-08-27,41.7475014,41.7750015,40.1549988,40.4500008,29096800.0,40.72706
2019-08-28,40.1450005,40.8349991,39.75,40.3050003,25561200.0,40.24386
2019-08-29,41.2249985,42.0750008,41.1899986,41.75,35797600.0,41.61697
2019-08-30,42.2150002,42.7150002,41.6949997,41.8774986,29061600.0,42.04097
2019-09-03,41.1450005,41.4775009,40.8125,41.0424995,29614000.0,41.05706
2019-09-04,41.6525002,42.2649994,41.6525002,42.1899986,22772800.0,41.98056
2019-09-05,43.2174988,44.9975014,43.2000008,44.9350014,69567600.0,44.31863
2019-09-06,44.7000008,45.2724991,44.2799988,44.6624985,37697600.0,44.67982
2019-09-09,44.9749985,45.9949989,44.9599991,45.125,41752400.0,45.30088
2019-09-10,44.7949982,46.0625,44.6974983,45.7949982,35281200.0,45.45834
2019-09-11,45.9425011,46.5675011,45.6500015,46.0825005,36151200.0,46.03963
2019-09-12,46.5499992,47.0999985,45.9874992,46.0675011,32784000.0,46.32464
2019-09-13,45.3974991,45.7700005,45.0449982,45.4850006,32459200.0,45.37374
2019-09-16,44.7299995,45.4000015,44.625,45.0525017,23183200.0,44.96681
2019-09-17,45.1199989,45.3100014,44.6525002,45.2675018,22304800.0,45.01736
2019-09-18,45.1974983,45.3549995,44.125,44.9949989,25815200.0,44.76605
2019-09-19,45.0550003,45.2400017,44.1274986,44.2350006,24547600.0,44.47621
2019-09-20,44.2249985,44.4625015,43.0699997,43.1725006,35024400.0,43.51177
2019-09-23,43.1749992,44.1674995,43.1375008,43.7099991,24971200.0,43.6144
2019-09-24,44.0250015,44.3224983,42.7750015,43.1324997,31726800.0,43.35349
2019-09-25,43.1274986,44.7550011,42.6775017,44.5574989,30843200.0,43.93829
2019-09-26,44.4599991,44.5475006,43.8224983,44.3349991,23456400.0,44.17691
2019-09-27,43.9150009,44.4249992,42.3300018,42.9399986,36205600.0,43.17541
2019-09-30,43.2000008,43.6199989,42.8849983,43.5175018,18618400.0,43.28382
2019-10-01,43.75,45.25,43.4524994,43.5,36600800.0,44.01051
2019-10-02,43.2799988,43.4000015,42.5325012,43.2599983,29337200.0,43.00749
2019-10-03,43.3050003,45.3899994,43.0,45.3274994,45058800.0,44.51311
2019-10-04,45.3499985,45.7874985,44.6949997,45.4925003,26552400.0,45.2654
2019-10-07,46.1450005,47.0849991,46.0574989,46.0825005,48098400.0,46.34796
2019-10-08,45.1599998,45.1599998,44.125,44.3074989,44443600.0,44.47278
2019-10-09,45.0800018,45.6749992,44.7900009,45.1775017,29241200.0,45.15498
2019-10-10,45.1549988,46.2700005,45.1025009,45.7574997,30912400.0,45.65005
2019-10-11,46.6025009,47.3349991,46.4124985,46.4975014,44640400.0,46.68741
2019-10-14,46.4099998,46.8424988,46.0974998,46.6324997,20004000.0,46.46307
2019-10-15,47.5400009,49.8224983,47.4000015,49.0924988,66412400.0,48.70735
2019-10-16,48.75,49.8050003,48.4375,48.5525017,42894400.0,48.86805
2019-10-17,49.0,49.4524994,48.0250015,48.5724983,26343600.0,48.6197
2019-10-18,48.5774994,48.9049988,46.875,47.6225014,30744000.0,47.73844
2019-10-21,48.2400017,49.1375008,48.0499992,49.0024986,26186800.0,48.6658
2019-10-22,49.5750008,50.6324997,48.8250008,48.9025002,32872000.0,49.38926
2019-10-23,48.0774994,48.9150009,47.7574997,48.7724991,27991600.0,48.41777
2019-10-24,49.1875,49.5525017,48.8450012,49.2150002,23202000.0,49.13969
2019-10-25,50.0250015,51.3450012,49.9474983,51.1349983,42309200.0,50.74217
2019-10-28,51.5750008,52.2249985,51.2799988,51.6974983,33079200.0,51.66643
2019-10-29,51.5574989,51.6225014,50.5349998,50.7299995,21123600.0,50.89604
2019-10-30,51.0,51.0574989,50.0649986,50.75,20596000.0,50.55767
2019-10-31,50.5400009,50.75,49.4524994,50.2550011,20973200.0,50.08666
2019-11-01,49.9000015,50.9724998,49.6474991,50.6474991,28364000.0,50.35614
2019-11-04,51.4625015,52.75,51.2299995,52.625,37671600.0,52.13272
2019-11-05,52.6225014,52.8849983,51.9199982,52.4025002,30086800.0,52.33384
