date,open,high,low,close,volume,vwap
2019-11-06,52.1599998,52.4174995,51.0275002,51.9075012,26901200.0,51.71616
2019-11-07,52.7775002,52.9249992,51.6349983,52.0849991,28034000.0,52.14676
2019-11-08,51.9150009,52.2625008,51.5374985,51.9449997,18910000.0,51.84694
2019-11-11,51.9375,52.2775002,51.0699997,52.0449982,24343600.0,51.72931
2019-11-12,52.4300003,52.9650002,52.0774994,52.4025002,28350400.0,52.41301
2019-11-13,52.0875015,52.3650017,51.4749985,52.1425018,30018800.0,51.92585
2019-11-14,52.2324982,52.4700012,51.6300011,52.4474983,51808000.0,52.11379
2019-11-15,52.4249992,52.9449997,50.1599998,51.0475006,105362800.0,51.31729
2019-11-18,50.9724998,53.3375015,50.9425011,53.0699997,57458800.0,52.38047
2019-11-19,52.7574997,52.9949989,51.4124985,51.9975014,41456400.0,52.06687
2019-11-20,51.7675018,53.6375008,51.6399994,52.7949982,47258800.0,52.62166
2019-11-21,52.75,53.3100014,52.3274994,52.5449982,28838800.0,52.65866
2019-11-22,52.7724991,53.2400017,52.4850006,52.7224998,22410000.0,52.74676
2019-11-25,54.0099983,55.3525009,53.8800011,55.3025017,50647600.0,54.77254
2019-11-26,55.125,55.1725006,54.1850014,54.25,38524400.0,54.46476
2019-11-27,54.6674995,55.0125008,54.2949982,54.5600014,21578400.0,54.56439
2019-11-29,54.25,54.5349998,53.9449997,54.1850014,14155600.0,54.16395
2019-12-02,54.1150017,54.25,52.1599998,52.3125,37203600.0,52.85178
2019-12-03,50.4674988,51.9550018,50.0924988,51.9150009,46523200.0,51.26554
2019-12-04,52.7550011,52.9799995,52.0675011,52.3549995,27342400.0,52.41173
2019-12-05,52.5750008,52.7324982,51.8774986,52.1850014,18488400.0,52.20941
2019-12-06,52.8800011,53.3725014,52.7799988,53.0424995,23223600.0,53.0085
2019-12-09,52.8125,53.5924988,52.7249985,53.0424995,21188000.0,53.0635
2019-12-10,53.3450012,54.0149994,52.8149986,53.4949989,25638800.0,53.38469
2019-12-11,53.5999985,54.3899994,53.5750008,54.3349991,23379600.0,54.04212
2019-12-12,54.0449982,56.2000008,53.9550018,56.0175018,40434800.0,55.33117
2019-12-13,56.0475006,57.2449989,55.4550018,55.9975014,45470400.0,56.17286
2019-12-16,56.4749985,57.0149994,56.1925011,56.2874985,32097600.0,56.43838
2019-12-17,56.4749985,57.2999992,56.3800011,57.0724983,32119600.0,56.85671
2019-12-18,57.4225006,57.9850006,57.3375015,57.3774986,34354800.0,57.50555
2019-12-19,57.7249985,59.0,57.6749992,58.8650017,44536000.0,58.45063
2019-12-20,59.5325012,60.0974998,59.3400002,59.8424988,60304400.0,59.69626
2019-12-23,60.1300011,60.4524994,59.5974998,59.7050018,35506000.0,59.85474
2019-12-24,59.5499992,59.8274994,59.2050018,59.6549988,13886400.0,59.49895
2019-12-26,59.6899986,60.0800018,59.5,59.7975006,18285200.0,59.72881
2019-12-27,59.9500008,60.0849991,58.9524994,59.2174988,25464400.0,59.35526
2019-12-30,58.9975014,59.0499992,57.7649994,58.0800018,25805600.0,58.23647
2019-12-31,57.7249985,58.9199982,57.5325012,58.8250008,23100400.0,58.36317
2020-01-02,59.6875,59.9775009,59.1800003,59.9775009,23753600.0,59.64778
2020-01-03,58.7750015,59.4575005,58.5250015,59.0175018,20538400.0,58.93714
2020-01-06,58.0800018,59.3175011,57.8175011,59.2649994,26263600.0,58.73687
2020-01-07,59.5499992,60.4425011,59.0974998,59.9824982,31485600.0,59.77694
2020-01-08,59.9399986,60.5099983,59.5374985,60.0950012,27710800.0,59.98349
2020-01-09,60.9625015,61.4824982,60.2150002,60.7550011,25511200.0,60.75279
2020-01-10,61.8325005,62.1375008,60.9375,61.0800018,31629600.0,61.31994
2020-01-13,61.9150009,63.2475014,61.6875,62.9949989,31984000.0,62.57623
2020-01-14,62.5649986,62.8199997,61.6875,61.8199997,35908800.0,62.04332
2020-01-15,61.9474983,62.1725006,61.1324997,61.3925018,26310400.0,61.50044
2020-01-16,61.9300003,62.2924995,61.6949997,62.2324982,28419200.0,62.00704
2020-01-17,62.4249992,62.5,61.8424988,62.3199997,25379200.0,62.15445
2020-01-21,61.9524994,62.3224983,61.6425018,61.9850006,21791600.0,61.91731
2020-01-22,62.4399986,63.3974991,62.25,62.5275002,23924000.0,62.6584
2020-01-23,62.9300003,63.2999992,62.0374985,63.2150002,24451600.0,62.7835
2020-01-24,64.375,64.875,62.0750008,62.6199989,37351200.0,63.1233
2020-01-27,59.5600014,60.5625,58.0574989,60.0499992,47053600.0,59.4927
2020-01-28,60.7125015,62.3175011,60.1775017,61.9925003,31097600.0,61.4298
2020-01-29,61.8474998,62.2099991,60.9850006,61.3849983,25884800.0,61.46128
2020-01-30,60.4025002,61.5875015,59.8499985,61.4524994,29050400.0,60.89788
2020-01-31,60.9925003,61.1124992,58.6875,59.1074982,37042000.0,59.57287
2020-02-03,58.9249992,60.2775002,58.8624992,60.0825005,25556400.0,59.67684
2020-02-04,61.5074997,61.9749985,61.0050011,61.7825012,27154400.0,61.52169
2020-02-05,62.9975014,63.0999985,61.8525009,62.6899986,20822000.0,62.48072
2020-02-06,63.0349998,63.5625,62.2200012,63.5625,21828400.0,63.0473
2020-02-07,63.1599998,63.3824997,62.6425018,62.8974991,18975200.0,62.90717
2020-02-10,63.125,65.75,63.0750008,65.7425003,52960800.0,64.7858
2020-02-11,66.8300018,68.125,66.2074966,66.9725037,63855600.0,67.03033
2020-02-12,67.5025024,68.1999969,67.1125031,68.1350021,37464400.0,67.74326
2020-02-13,67.5524979,68.3700027,67.2774963,67.6949997,52801600.0,67.70873
2020-02-14,71.8150024,73.7425003,71.5,72.4475021,104192400.0,72.48617
