date,open,high,low,close,volume,vwap,CCI,EVM,SMA_4,EWMA_4,SMA_20,EWMA_20,SMA_100,EWMA_100,SMA_200,EWMA_200,ROC,UpperBB,LowerBB,ForceIndex,Signal
2019-07-30,33.209999,33.939999,32.939999,33.869999,72198900.0,33.58333,35.59474301247937,-0.048566638391410656,33.75999925,33.73903151501869,33.1009998,32.9427984452791,28.84839998,29.28698083177461,25.074649960000002,27.412308769558848,0.01134658039136585,35.68946884499728,26.266531275002727,28157498.801100224,0.0
2019-07-31,32.080002,32.299999,30.299999,30.450001,119190000.0,31.01667,-129.55696520985114,-0.2608313730246848,32.955,32.423419309011216,33.061499850000004,32.70538916434093,28.93279999,29.310431893794178,25.100399969999998,27.44721098633325,-0.10729990890354993,35.601972066834556,26.50482809316545,-407629561.61999995,0.0
2019-08-01,30.5,31.48,29.1,29.860001,80878900.0,30.14667,-165.2162980518742,-0.42985888904976827,31.91500025,31.39805198540673,32.994999850000006,32.43439981490642,29.00180001,29.321509359498773,25.117999974999996,27.474890643096995,-0.11315703077855839,35.53934994410911,26.667850255890883,-47718550.999999985,0.0
2019-08-02,29.48,29.73,28.940001,29.440001,60410900.0,29.37,-173.23050477307265,-0.6473542560922968,30.9050005,30.61483159124404,32.8919999,32.14921897496338,29.061300019999997,29.323896905877362,25.133899980000002,27.497400239551578,-0.13462666078777202,35.47794951246675,26.81045072753325,-25372578.000000104,0.0
2019-08-05,28.26,28.49,27.65,27.99,74333200.0,28.04333,-180.09799219509816,-0.7969868595938411,29.43500075,29.56489895474643,32.68949985,31.753102881571674,29.107400029999997,29.297028897614332,25.132949980000003,27.503034307894847,-0.16397849462365588,35.386402638337714,26.967197561662285,-107783214.33320002,0.0
2019-08-06,28.860001,29.049999,28.200001,28.860001,60578400.0,28.70333,-131.4128701824858,-0.6822248626419245,29.03750075,29.28293977284786,32.4749998,31.477569368702422,29.167800039999996,29.288229062967464,25.14074999,27.518531453498493,-0.14791845727541944,35.26472315841078,27.185677041589223,52703268.57840012,0.0
2019-08-07,28.469999,29.280001,28.370001,29.190001,58577500.0,28.94667,-107.40417028867066,-0.5389911785180687,28.87000075,29.24576426370872,32.2449998,31.259705714298043,29.226800040000004,29.286251838163793,25.153599990000004,27.53759233452665,-0.04137930898590123,35.261558741492884,27.194441538507114,19330574.9999999,0.0
2019-08-08,31.530001,34.27,31.48,33.919998,167278800.0,33.22333,30.136083606014825,-0.05073602483341988,29.99,31.115457758225233,32.28799965,31.513066884619782,29.333500020000002,29.37949365868185,25.204899979999997,27.6102695289544,0.13596774494414782,35.34483038637154,27.34436981362846,791228222.1636002,0.0
2019-08-09,33.450001,35.549999,33.080002,34.189999,132483900.0,34.27333,60.75012387225065,0.12755634898399876,31.53999975,32.34527425493515,32.336999649999996,31.768012800602328,29.415400010000003,29.476261287131717,25.25069997,27.685086170878204,0.16134503528039967,35.430620998275764,27.504979121724237,35770785.48390008,0.0
2019-08-12,34.16,34.650002,32.080002,32.43,106737000.0,33.05333,24.24766220230487,-0.055904623015912404,32.4324995,32.379164552961086,32.2389997,31.831059200596883,29.4827,29.535659743760185,25.287399970000003,27.738962998200016,0.1586280814576635,35.36217449119471,27.774225628805286,-187857013.26300007,1.0
2019-08-13,32.360001,33.139999,31.719999,32.110001,102009700.0,32.32333,3.924538170598869,-0.25577955594906115,33.1624995,32.27149913177665,32.15199985,31.857625086274115,29.52490002,29.587412755961154,25.33399997,27.788524992190595,0.1126126087105817,35.276295601847096,28.04130455815291,-32643001.990300287,1.0
2019-08-14,31.0,31.049999,29.51,30.24,127521500.0,30.26667,-57.43618405738823,-0.4449160498533274,32.2425,31.45889947906599,31.983999949999998,31.703565554144156,29.563600010000002,29.600528025208366,25.388849970000003,27.816283049595807,0.035971187530963074,35.26297947993195,28.08142068006806,-238465332.5214998,1.0
2019-08-15,30.629999,30.73,29.209999,29.67,71674400.0,29.87,-64.01762878215769,-0.5487674216262242,31.11250025,30.7433396874396,31.817499950000002,31.50989264410754,29.600600019999998,29.601923815005016,25.449049974999998,27.83724391697325,-0.12529475974615323,35.25829725728168,28.092902902718315,-40854407.99999977,0.0
2019-08-16,30.309999,31.48,30.209999,31.18,70469800.0,30.95667,-26.400602455699474,-0.29800811732895865,30.80000025,30.918003812463763,31.75100005,31.478474297032342,29.65550001,29.63362041376166,25.520699975000003,27.874990833295325,-0.0880374111739518,35.24796377862391,28.07763638137608,106409397.99999987,0.0
2019-08-19,32.0,32.189999,31.42,31.48,67596900.0,31.69667,-0.6995112955760754,-0.20604740245713607,30.642500000000002,31.142802287478258,31.68250015,31.478619602076954,29.72140002,29.670695530865952,25.59209997,27.91564459831473,-0.02929386370644463,35.22318573936138,28.065214420638625,20279070.00000005,0.0
2019-08-20,30.940001,31.309999,30.450001,30.719999,47924000.0,30.82667,-25.101122097860635,-0.06811953376523756,30.76249975,30.97368097248696,31.544,31.406370020894133,29.77800002,29.6917595852834,25.65464997,27.94722745925469,-0.04328875604831017,35.15255203489725,28.03544808510275,-36422287.92399995,0.0
2019-08-21,31.049999,31.74,30.84,31.700001,41441500.0,31.42667,-1.3715281803876647,0.20777379718219852,31.27,31.264208983492182,31.4235,31.4343348760585,29.839800029999996,29.73206269144186,25.712049979999996,27.989436120905083,0.04828045634920641,35.13071979140853,28.028880368591466,40612752.88299996,0.0
2019-08-22,31.76,31.92,30.98,31.9,47667900.0,31.6,8.701349691333776,0.3195150905125627,31.450000000000003,31.518525390095313,31.335000100000002,31.478683935497898,29.895200019999997,29.775559103264865,25.77039998,28.033362525815367,0.07516009437141884,35.1221382257744,28.026261934225595,9533532.332099916,1.0
2019-08-23,31.299999,31.83,29.4,29.540001,83681100.0,30.25667,-33.94506346666653,0.2484271465881859,30.96500025,30.72711563405719,31.111000150000002,31.294047465388704,29.92310003,29.77083421873703,25.818599985000002,28.050264549316715,-0.052597787042976255,35.13126476586623,27.943135474133765,-197487312.31889987,0.0
2019-08-26,30.34,30.719999,29.940001,30.280001,50612500.0,30.31333,-26.99613027885648,0.1614300380086931,30.85500075,30.548269780434314,30.9510002,31.197471611512924,29.935700039999997,29.781044599263335,25.86659999,28.075246870832583,-0.03811940914866588,35.13187435045588,27.93932588954411,37453249.99999992,0.0
2019-08-27,30.6,30.889999,29.6,30.200001,53229200.0,30.23,-25.27554909410386,0.12452303348594555,30.48000075,30.40896226826059,30.767500300000002,31.102474410390435,29.94680005,29.789443871206977,25.908399995,28.099023140429868,-0.016927018780176425,35.109733774680834,28.00146646531916,-4258335.99999991,0.0
2019-08-28,29.92,31.18,29.700001,30.780001,55835900.0,30.55333,-10.606451854225677,-0.32104945984910965,30.200001,30.55737776095636,30.784000299999995,31.07176265701231,29.96480006,29.809297754903177,25.956299995,28.128986473585485,-0.029022081103404436,35.1091722177672,28.015228022232808,32384821.999999903,0.0
2019-08-29,31.469999,31.83,31.33,31.450001,44422800.0,31.53667,28.058209458446452,-0.42116209754003925,30.677501,30.914427056573818,30.8635003,31.107785356352547,29.994000059999998,29.84217468492294,26.008399995,28.166057579541082,-0.014106551724137877,35.11510189790886,28.04729838209114,29763276.000000075,0.0
2019-08-30,31.6,31.870001,31.129999,31.450001,40307000.0,31.48333,21.82515480450798,-0.2682677234914614,30.970001,31.128656633944292,30.9640003,31.14037732242082,30.036100069999996,29.874385204133652,26.070499995,28.202670488990076,0.06465808853560974,35.11499049507712,28.105009824922877,0.0,1.0
2019-09-03,30.83,31.139999,30.68,30.9,38029300.0,30.90667,-10.439777751425298,-0.22627574074102516,31.14500075,31.037193980366578,31.1095003,31.11748424409083,30.06680007,29.894927183991037,26.12694999,28.23270719131844,0.020475527725378872,35.082062521032235,28.20993779896777,-20916153.029300068,1.0
2019-09-04,31.32,31.83,30.85,30.950001,46614600.0,31.21,-2.0024083857705794,0.023755137349865372,31.18750075,31.00231678821995,31.2140003,31.10153345893667,30.098400070000004,29.91605440178766,26.17765,28.26293038176716,0.02483443626376039,35.052732311115996,28.306868048884002,2330776.614600081,0.0
2019-09-05,31.790001,32.049999,31.120001,31.5,57861200.0,31.55667,10.51391438001916,0.09884115298684919,31.2000005,31.201390072931975,31.329500250000002,31.139482653329356,30.134900070000004,29.94776490556046,26.2277,28.298892637893594,0.023391779616901292,35.00656537141995,28.45863494858004,31823602.13879998,0.0
2019-09-06,31.5,31.51,30.48,30.559999,51673000.0,30.85,-26.0092982623774,-0.0977993659982394,30.9775,30.944833643759186,31.1615003,31.084293733957157,30.16720006,29.960019127474364,26.277199995,28.323983334155916,-0.02829894981561365,34.9953567825297,28.495443497470305,-48572671.67299993,0.0
2019-09-09,30.93,31.18,30.24,30.5,54413200.0,30.64,-37.399825561353545,-0.21107676751296087,30.877499999999998,30.766900186255516,30.977000350000004,31.02864671166868,30.192900059999996,29.97082485095203,26.33414999,28.348102170442406,-0.030206708101535522,34.997319570518194,28.48388070948181,-3264737.5868000677,0.0
2019-09-10,30.219999,30.379999,29.77,30.23,48604800.0,30.12667,-81.9396862863356,-0.14943547868838342,30.69749975,30.55214011175331,30.86700035,30.952585120072722,30.22030006,29.976010199212016,26.389249995,28.368937390759424,-0.02168284789644007,34.99956615631054,28.476034083689463,-13123295.99999998,0.0
2019-09-11,30.379999,30.43,29.51,29.76,50631700.0,29.9,-100.12784058235344,-0.2266640816459753,30.26249975,30.235284067051992,30.7495003,30.839005584816267,30.241100059999997,29.971689343653846,26.444399994999998,28.38432113678333,-0.03844914253799212,35.01527348018111,28.40272671981889,-23796898.999999944,0.0
2019-09-12,30.08,30.84,29.950001,30.209999,53618300.0,30.33333,-53.09227652584803,-0.1988117122948374,30.17499975,30.2251700402312,30.74800025,30.77910019578069,30.261400050000002,29.976455297489583,26.498549994999998,28.40448892725841,-0.0409524126984127,35.019343564076344,28.357456595923658,24128181.38169991,0.0
2019-09-13,30.27,30.85,29.950001,30.690001,47758800.0,30.49667,-40.97670333847429,-0.024942897481250597,30.222499999999997,30.411102424138722,30.7990003,30.77061455808659,30.28860007,29.99072268415627,26.551599999999997,28.429708733819787,0.004253992285798095,35.0184405188711,28.338359641128886,22924319.517599948,0.0
2019-09-16,30.370001,31.15,30.26,30.83,52248500.0,30.74667,-10.336670619503863,0.04353953312621776,30.372500000000002,30.578661454483232,30.781500299999998,30.776270314459715,30.31230008,30.00750084207524,26.600500005,28.456166397141818,0.010819672131147486,35.013327560632014,28.316672599367983,7314737.751499976,0.0
2019-09-17,31.07,31.32,30.74,30.99,35011700.0,31.01667,27.122705645862354,0.09671013749477365,30.68,30.74319687268994,30.757000299999998,30.796625522607783,30.34560008,30.027138460251347,26.648750005,28.484066135271576,0.025140588819053854,34.99589671000743,28.29210340999258,5601872.000000005,0.0
2019-09-18,30.75,30.889999,29.879999,30.42,47027500.0,30.39667,-47.301433997512824,-0.03915625679197561,30.73250025,30.613918123613967,30.74200035,30.760756425214378,30.37100009,30.03498929097628,26.693700005,28.505359886220212,0.022177419354838714,34.930088116067054,28.24871192393294,-26805674.999999847,0.0
2019-09-19,30.57,30.959999,30.139999,30.290001,41603000.0,30.46333,-34.25080679629888,-0.10757821304712459,30.63250025,30.48435127416838,30.671500350000002,30.715922575191485,30.397000090000002,30.040084444848528,26.738650014999997,28.524968966573642,0.0026481960492617147,34.81829539283595,28.22050464716405,-5408348.397000063,0.0
2019-09-20,30.360001,30.469999,29.65,30.049999,79957400.0,30.05667,-79.7614583542964,-0.13298130707809883,30.4375,30.31061036450103,30.579000299999997,30.652501282312937,30.421200090000003,30.040282503161375,26.770350014999998,28.54170815539001,-0.020853762761363193,34.75319812850017,28.16520183149984,-19189935.91480004,0.0
2019-09-23,30.120001,30.799999,30.07,30.639999,44366800.0,30.50333,-22.05715205941805,-0.03793317202241979,30.34999975,30.44236581870062,30.634000200000003,30.65131058875927,30.459500090000002,30.052260661301204,26.817950004999997,28.564716020198986,-0.006162860849821562,34.670344205871494,28.145255754128506,26176411.999999993,0.0
2019-09-24,30.540001,30.75,29.290001,29.52,72963000.0,29.85333,-101.43073679649436,-0.16182088594874539,30.12499975,30.073419491220374,30.596000150000002,30.54356672315874,30.471800079999998,30.041631619016744,26.85905001,28.575180138154487,-0.04743465634075505,34.49950551825033,28.121294481749672,-81718487.037,0.0
2019-09-25,29.48,29.65,28.549999,29.540001,58234800.0,29.24667,-149.5862267340891,-0.3140767677803806,29.93749975,29.860052094732225,30.56300015,30.447989035235324,30.485000099999997,30.0316159260002,26.909450019999998,28.585738125589963,-0.028928303747534564,34.36576550514195,28.082634614858048,1164754.2348000351,0.0
2019-09-26,29.67,29.77,29.0,29.469999,40745400.0,29.41333,-114.17944316746731,-0.19160257224767582,29.792499749999998,29.704030856839342,30.497500050000003,30.354847127114557,30.505500089999995,30.020404372064164,26.956850015,28.595404952747444,-0.027071705940187946,34.24514942908791,28.03805073091209,-2852259.4907999504,0.0
2019-09-27,29.17,29.77,28.35,28.719999,54091100.0,28.94667,-138.66819475483362,-0.21737732199943563,29.31249975,29.310418114103605,30.36099995,30.199147305479887,30.526100080000003,29.994448569816214,27.00055001,28.5967656911288,-0.04425956886055132,34.186317390775045,27.92568272922495,-40568325.0,0.0
2019-09-30,28.889999,29.049999,28.360001,28.99,37295600.0,28.8,-132.52106128056175,-0.20736595860491233,29.17999975,29.182250868462166,30.2379999,30.08399041924055,30.545100079999997,29.974403162689814,27.04310001,28.601056184082516,-0.05385114405519403,34.14067763084389,27.830522569156106,10069849.295599889,0.0
2019-10-01,29.049999,29.540001,28.639999,28.76,37081800.0,28.98,-102.46618569476927,-0.12699371633346518,28.9849995,29.013350521077303,30.1309999,29.957896093595465,30.56060009,29.95017151710275,27.087600005,28.60278872090309,-0.025745257452574458,34.07362668346576,27.733973596534234,-8528813.999999885,0.0
